Encrypt Backups,备份数据加密,
End Date,結束日期,
End Date Field,結束日期字段,
End Date cannot be before Start Date!,結束日期不能在開始日期之前！,
Ended At,结束时间,
Endpoint URL,端點URL,
Endpoints,端點,
Ends on,結束於,
Energy Point,能量点,
Energy Point Log,能量点日志,
Energy Point Rule,能量点规则,
Energy Point Settings,能量点设置,
Energy Point Update on {0},{0}的能源点更新,
Energy Points,能量点,
Enter Client Id and Client Secret in Google Settings.,在Google设置中输入客户端ID和客户端密钥。,
Enter Code displayed in OTP App.,输入OTP App中显示的代码。,
Enter Email Recipient(s),輸入電子郵件收件人,
Enter Form Type,輸入表單類型,
Enter Value,輸入值,Title of prompt dialog
"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".",输入默认值字段（键）和值。如果为字段添加多个值，则将选择第一个值。这些默认值还用于设置“匹配”权限规则。要查看字段列表，请转到“定制表单”。,
Enter folder name,輸入文件夾名稱,
"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)",在這裡輸入靜態URL參數（如稱發件人= ERPNext，用戶名= ERPNext，密碼= 1234等）,
Enter url parameter for message,輸入url參數的訊息,
Enter url parameter for receiver nos,輸入URL參數的接收器號,
Enter your password,輸入密碼,
Entity Name,實體名稱,
Entity Type,實體類型,
Equals,等號,
Error,錯誤,
Error Code: {0},錯誤代碼：{0},
Error Log,錯誤日誌,
Error Message,错误信息,
"Error connecting to QZ Tray Application...<br><br> You need to have QZ Tray application installed and running, to use the Raw Print feature.<br><br><a target=""_blank"" href=""https://qz.io/download/"">Click here to Download and install QZ Tray</a>.<br> <a target=""_blank"" href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"">Click here to learn more about Raw Printing</a>.","连接到QZ托盘应用程序时出错... <br><br>您需要安装并运行QZ Tray应用程序，才能使用Raw Print功能。 <br><br> <a href=""https://qz.io/download/"" target=""_blank"">单击此处下载并安装QZ托盘</a> 。 <br> <a href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"" target=""_blank"">单击此处以了解有关原始印刷的更多信息</a> 。",
Error has occurred in {0},{0}中发生错误,
Error in Notification,通知錯誤,
Error while connecting to email account {0},連接到電子郵件帳戶{0}時出錯,
Error while evaluating Notification {0}. Please fix your template.,評估通知{0}時出錯。請修復您的模板。,
Error: Document has been modified after you have opened it,錯誤：你已經打開了它之後，文件已被修改,
Error: Value missing for {0}: {1},錯誤：{0}缺少值：{1},
Event,事件,
Event Category,活動類別,
Event Frequency,事件频率,
Event Participants,活動參與者,
Event Reminders,事件提醒,
Event Synced with Google Calendar.,活动与Google日历同步。,
Event Type,事件類型,
Events in Today's Calendar,今日历中的活动,
Everyone,大家,
"Ex: ""colors"": [""#d1d8dd"", ""#ff5858""]",例如：“颜色”：[“＃d1d8dd”，“＃ff5858”],
Exact Copies,总查询次数,
Example,例,
"Example: ""/desk""",示例：“ / desk”,
Example: #Tree/Account,示例：＃Tree /帐户,
Example: 00001,例如：00001,
Example: Setting this to 24:00 will log out a user if they are not active for 24:00 hours.,"如设置为24:00,则会24:00后自动将用户登出",
Example: {{ subject }},示例：{{subject}},
Excel,高強,
Exception,例外,
Execute,执行,
Execute Console script,执行控制台脚本,
Execution Time: {0} sec,运行时间：{0}秒,
Expand,展开,Enlarge code field.
Expand All,展開全部,
Experimental,实验中功能,
Expert,專家,
Expiration time,到期時間,
Expire Notification On,通知截止日,
Expired,過期,
Expires In,過期日期在,
Expires On,到期日,
Expiry time of QR Code Image Page,QR碼圖像頁面的到期時間,
Export,出口,
Export 1 record,导出 1 笔记录,
Export All {0} rows?,導出所有{0}行？,
Export Custom Permissions,導出自定義權限,
Export Customizations,導出自定義,
Export Data,導出數據,
Export Errored Rows,导出出错记录,
Export From,单据,
Export Report: {0},出口報告：{0},Export report
Export Type,導出類型,
Export not allowed. You need {0} role to export.,不允許導出。您需要{0}的角色。,
Export {0} records,导出 {0} 笔记录,
Expose Recipients,揭露收件人,
Expression,公式,
Expression (old style),公式(旧方法),
"Expression, Optional",表達，可選,
Facebook,Facebook,
Failed,失敗,
Failed Job Count,失败任务数量,
Failed Transactions,交易失败,
Failed to change password.,修改密码失败。,
Failed to complete setup,無法完成設置,
Failed to connect to server,無法連接服務器,
"Failed to decode token, please provide a valid base64-encoded token.",无法解码令牌，请提供有效的base64编码令牌。,
Failed to enable scheduler: {0},启动后台任务 {0} 失败,
Failed to update global settings,更新全局设置失败,
Failure,失败,
FavIcon,網站圖標,
Fax,傳真,
Featured,精选,
Feedback,反饋,
Feedback Request,反饋請求,
Fetch From,自动带出关联字段,
Fetch Images,獲取圖像,
Fetch attached images from document,從文檔中獲取附加圖像,
Fetch on Save if Empty,限字段为空时取值一次,
Fetching default Global Search documents.,正在获取默认的全局搜索文档。,
Field,領域,
"Field ""route"" is mandatory for Web Views",Web視圖必須使用字段“路由”,
"Field ""value"" is mandatory. Please specify value to be updated",場“價值”是強制性的。請指定值進行更新,
Field Description,欄位說明,
Field Name,欄位名稱,
Field To Check,现场检查,
Field Type,欄位類型,
"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)",代表交易的工作流程狀態的欄位（如果不存在，一個新的隱藏的自定義欄位將被創建）,
Field to Track,待追踪字段,
Field type cannot be changed for {0},{0}不能更改字段類型,
Field {0} not found.,欄位{0}找不到。,
Fieldname,欄位名稱,
Fieldname is limited to 64 characters ({0}),字段名被限制為64個字符（{0}）,
Fieldname not set for Custom Field,自定義欄位之欄位名稱未設定,
Fieldname which will be the DocType for this link field.,字段名這將是在DOCTYPE這個鏈接字段。,
Fieldname {0} cannot have special characters like {1},字段名{0}不能有特殊字符，如{1},
Fieldname {0} conflicting with meta object,字段名{0}與元對象衝突,
Fieldname {0} is restricted,字段名{0}受限制,
Fields,欄位,
Fields Multicheck,字段Multicheck,
"Fields separated by comma (,) will be included in the ""Search By"" list of Search dialog box",字段以逗號分隔（，）將被列入“通過搜索”的搜索對話框的列表,
Fieldtype,FIELDTYPE,
Fieldtype cannot be changed from {0} to {1} in row {2},列{2}的欄位類型不能從{0}改變為{1},
File,文件,
File '{0}' not found,文件&#39;{0}&#39;未找到,
File Backup,文件備份,
File Information,文件信息,
File Manager,文件管理器,
File Name,文件名,
File Size,文件大小,
File Type,文件類型,
File URL,文件的URL,
File backup is ready,文件備份就緒,
File name cannot have {0},文件名不能为{0},
File not attached,文件未附,
File size exceeded the maximum allowed size of {0} MB,文件大小超過{0} MB的最大允許大小,
File too big,文件太大,
File {0} does not exist,文件{0}不存在,
Files,檔,
Filter,過濾器,
Filter By,过滤字段,
Filter Data,過濾數據,
Filter List,過濾器列表,
Filter Meta,過濾元,
Filter Name,過濾器名稱,
Filter Values,過濾值,
Filter must be a tuple or list (in a list),過濾器必須是元組或列表（在列表中）,
"Filter must have 4 values (doctype, fieldname, operator, value): {0}",過濾器必須有4個值（doctype，fieldname，operator，value）：{0},
Filter...,過濾器...,
Filtered Records,满足过滤条件的记录,
"Filtered by ""{0}""",通過過濾“{0}”,
Filters,篩選器,
Filters <span class='filter-label'>{0}</span>,过滤 <span class='filter-label'>{0}</span>,
Filters Configuration,过滤器配置,
Filters Display,顯示過濾器,
Filters JSON,过滤JSON,
Filters Section,过滤条件,
Filters applied for {0},过滤条件：{0},
Filters saved,過濾器保存,
"Filters will be accessible via <code>filters</code>. <br><br>Send output as <code>result = [result]</code>, or for old style <code>data = [columns], [result]</code>","可以通过<code>filters</code>访问<code>filters</code> 。<br><br>以<code>result = [result]</code>发送输出，或以旧式<code>data = [columns], [result]</code>",
Find {0} in {1},在{1}中找到{0},
Finished,成品,
First,第一页,
First Day of the Week,一周开始日,
First Name,名字,
First Success Message,第一個成功消息,
First Transaction,第一筆交易,
First data column must be blank.,第一個數據列必須為空。,
First set the name and save the record.,首先設置名稱並保存記錄。,
Flag,旗,
Float,浮動,
Float Precision,浮點數精度,
Fold,折,
Fold can not be at the end of the form,折疊不能在表單的端,
Fold must come before a Section Break,折疊一定要來一個分節符前,
Folder,文件夾,
Folder Name,目录名,
Folder name should not include '/' (slash),文件夾名稱不應包含“/”（斜杠）,
Folder {0} is not empty,文件夾{0}非空,
Follow,关注,
Followed by,被谁关注,
Following Report Filters have missing values:,缺少以下报表过滤条件,
Following fields are missing:,以下字段缺失：,
Following fields have missing values:,以下字段值缺失：,
Font,字体,
Font Properties,字体属性,
Font Size,字體大小,
Fonts,字體,
Footer,頁腳,
"Footer ""Powered By""","页脚""技术支持""信息",
Footer Content,页脚内容,
Footer Details,页脚详情,
Footer HTML,页脚HTML,
Footer Items,頁腳項目,
Footer Logo,页脚标志,
Footer Template,页脚模板,
Footer Template Values,页脚模板值,
Footer will display correctly only in PDF,页脚仅以PDF格式正确显示,
For DocType Link / DocType Action,对于DocType链接/ DocType操作,
For Document Event,单据事件,
For Document Type,单据类型,
For Example: {} Open,例如：{}打开,
"For Links, enter the DocType as range.
For Select, enter list of Options, each on a new line.",對於鏈接，輸入文檔類型的範圍。對於選擇，輸入選項列表，每一個新的生產線。,
For User,對於用戶,
For Value,為價值,
"For comparison, use >5, <10 or =324. For ranges, use 5:10 (for values between 5 & 10).","过滤条件可以用>,<,= 比较符，两个值之间用：表示范围， 如>5, <10, =20, 5:10",
For example if you cancel and amend INV004 it will become a new document INV004-1. This helps you to keep track of each amendment.,例如，如果你取消和修改INV004將成為一個新的文檔INV004-1。這可以幫助您跟踪每一項修正案。,
"For example: If you want to include the document ID, use {0}",例如：如果要包括文件ID，使用{0},
For example: {} Open,例如: {} Open,
"For help see <a href=""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"" target=""_blank"">Client Script API and Examples</a>","如需帮助，请参阅<a href=""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"" target=""_blank"">客户端脚本API和示例</a>",
"For more information, <a class=""text-muted"" href=""https://erpnext.com/docs/user/manual/en/setting-up/email/linking-emails-to-document"">click here</a>.","有关更多信息， <a class=""text-muted"" href=""https://erpnext.com/docs/user/manual/en/setting-up/email/linking-emails-to-document"">请单击此处</a> 。",
"For more information, {0}.",有关更多信息，请{0}。,
"For updating, you can update only selective columns.",對於更新，您可以更新只選擇列。,
For {0} at level {1} in {2} in row {3},{0}在水平{1}的{2}行{3},
Force,力,
Force Re-route to Default View,强制显示默认视图(不返回上次视图),
Force Show,强制显示,
Force User to Reset Password,强制用户重置密码,
Force Web Capture Mode for Uploads,上传时强制使用网页上传模式,
Forgot Password?,忘了密碼？,
Form,表单,
Form Dict,请求参数字典,
Form Settings,表单设置,
Form Tour,表单向导,
Form Tour Step,表单向导步骤,
Form URL-Encoded,表单URL编码,
Format,格式,
Format Data,格式數據,
Forward,转发,
Forward To Email Address,轉發到郵件地址,
Fraction,分數,
Fraction Units,部分單位,
Frappe,冰咖啡,
Frappe Framework,Frappe框架,
Frappe Support,Frappe支持,
Frappe page builder using components,使用组件的Frappe页面构建器,
Frequency,頻率,
Friday,星期五,
From,從,
From Date,從日期,
From Date Field,开始日期字段,
From Document Type,单据类型,
From Full Name,從全名,
From User,来自用户,
From version,先前版本,
Full,全,
Full Name,全名,
Full Page,全頁,
Full Width,全宽,
Function,函数,
Function Based On,函数基准字段,
Function {0} is not whitelisted.,方法 {0} 申明前未添加@frappe.whitelist()装饰器,
Further nodes can be only created under 'Group' type nodes,此外節點可以在&#39;集團&#39;類型的節點上創建,
Fw: {0},FW：{0},
GMail,GMail的,
Gantt,甘特圖,
Gender,性別,
Generate Keys,生成密鑰,
Generate New Report,生成新報告,
Geo,GEO,
Geolocation,地理位置,
Get Alerts for Today,買到今天通知,
Get Backup Encryption Key,获取备份秘钥,
Get Contacts,獲取聯繫人,
Get Fields,獲得領域,
Get Items,找項目,
Get your globally recognized avatar from Gravatar.com,讓您的全球公認的化身，從Gravatar.com,
Git Branch,git分支,
GitHub,GitHub,
Github flavoured markdown syntax,Github风格的Markdown语法,
Give Review Points,送出评审点,
Global Search DocType,全局搜索单据类型,
Global Search Document Types Reset.,全局搜索单据类型重置,
Global Search Settings,全局搜索设置,
Global Shortcuts,全局访问,
Global Unsubscribe,全球退訂,
Go,确定,
Go Back,回去,
Go to Notification Settings List,转到通知设置列表,
Go to Page,转到页面,
Go to next record,转到下一条记录,
Go to previous record,转到上一条记录,
Go to the document,轉到文檔,
Go to {0},转到{0},
Go to {0} List,转到{0}列表,
Go to {0} Page,转到{0}页面,
Goal,目標,
Google,Google,
Google Analytics Anonymize IP,Google Analytics（分析）匿名IP,
Google Analytics ID,Google Analytics（分析）的ID,
Google Calendar,Google日历,
"Google Calendar - Could not create Calendar for {0}, error code {1}.",Google日历 - 无法为{0}创建日历，错误代码为{1}。,
"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.",Google日历 - 无法从Google日历中删除事件{0}，错误代码为{1}。,
"Google Calendar - Could not fetch event from Google Calendar, error code {0}.",Google日历 - 无法从Google日历中获取事件，错误代码为{0}。,
"Google Calendar - Could not insert contact in Google Contacts {0}, error code {1}.",Google日历 - 无法在Google通讯录{0}中插入联系人，错误代码为{1}。,
"Google Calendar - Could not insert event in Google Calendar {0}, error code {1}.",Google日历 - 无法在Google日历{0}中插入事件，错误代码为{1}。,
"Google Calendar - Could not update Event {0} in Google Calendar, error code {1}.",Google日历 - 无法更新Google日历中的活动{0}，错误代码为{1}。,
Google Calendar Event ID,Google日历活动ID,
Google Calendar ID,Google日曆ID,
Google Calendar has been configured.,Google日历已配置完毕。,
Google Contacts,Google通讯录,
"Google Contacts - Could not sync contacts from Google Contacts {0}, error code {1}.",Google通讯录 - 无法同步Google通讯录{0}中的联系人，错误代码{1}。,
"Google Contacts - Could not update contact in Google Contacts {0}, error code {1}.",Google通讯录 - 无法更新Google通讯录{0}中的联系人，错误代码{1}。,
Google Contacts Id,Google通讯录ID,
Google Drive,谷歌云端硬盘,
Google Drive - Could not create folder in Google Drive - Error Code {0},Google云端硬盘 - 无法在Google云端硬盘中创建文件夹 - 错误代码{0},
Google Drive - Could not find folder in Google Drive - Error Code {0},Google云端硬盘 - 在Google云端硬盘中找不到文件夹 - 错误代码{0},
Google Drive - Could not locate - {0},Google云端硬盘-找不到-{0},
Google Drive Backup Successful.,Google云端硬盘备份成功。,
Google Font,谷歌字体,
Google Settings,Google设置,
Google Sheets URL is invalid or not publicly accessible.,Google表格网址无效或无法公开访问。,
"Google Sheets URL must end with ""gid={number}"". Copy and paste the URL from the browser address bar and try again.",Google表格网址必须以“ gid = {number}”结尾。从浏览器地址栏中复制并粘贴URL，然后重试。,
Google Snippet Preview,Google Snippet预览,
Grant Type,格蘭特類型,
Gray,灰色(美式),
Green,綠,
Group,組,
Group By,集團通過,
Group By Based On,分组字段,
Group By Type,分组统计类型,
Group By field is required to create a dashboard chart,“分组依据”字段是创建仪表盘图表所必需的,
Group Node,組節點,
Guest,客人,
HH:mm,时:分,
HH:mm:ss,时:分:秒,
HTML,HTML,
HTML Editor,HTML編輯器,
HTML Page,HTML页面,
HTML for header section. Optional,標題區塊的HTML。可選,
HTML with jinja support,带有Jinja支持的HTML,
Half,半,
Half Day,半天,
Half Yearly,每半年,
Half-yearly,每半年一次,
Has  Attachment,有附件,
Has Attachments,有附件,
Has Domain,有域名,
Has Role,有作用,
Has Web View,具有Web視圖,
Have an account? Login,有一個賬戶？登錄,
Header,頁首,
Header HTML,标题HTML,
Header HTML set from attachment {0},使用附件{0}设置HTML文件头,
Header and Breadcrumbs,标头和面包屑,
"Header, Robots",页首，机器人,
Headers,頭,
Heading,標題,
Heatmap,热力图,
Hello,你好,
Help,幫助,
Help Article,幫助文章,
Help Articles,幫助文章,
Help Category,幫助分類,
Help Dropdown,帮助下拉菜单,
Help HTML,HTML幫助,
Help on Search,搜索幫助,
Helvetica,黑體,
Hi {0},{0},
Hidden,隱藏,
Hide,隱藏,
Hide Block,隐藏块,
Hide Border,不显示边框,
Hide CTA,隐藏号召性文字,
Hide Copy,隱藏副本,
Hide Custom DocTypes and Reports,隐藏自定义单据类型和报表,
Hide Days,隐藏的日子,
Hide Descendants,隐藏下层节点,
Hide Footer Signup,隱藏頁腳註冊,
Hide Login,隐藏登录按钮,
Hide Preview,隐藏预览,
Hide Saved,隐藏已保存过滤,
Hide Seconds,隐藏秒,
"Hide Sidebar, Menu, and Comments",隐藏左边栏，菜单及评论,
Hide Standard Menu,隱藏標準菜單,
Hide Tags,隐藏标签,
Hide Weekends,隱藏週末,
Hide descendant records of <b>For Value</b>.,隐藏下层节点<b>值</b>,
Hide details,隐藏细节,
Hide footer in auto email reports,在自動電子郵件報告中隱藏頁腳,
High,高,
Higher priority rule will be applied first,首先应用更高优先级的规则,
Highlight,突出,
"Hint: Include symbols, numbers and capital letters in the password",提示：在密碼中加入符號，數字和大寫字母,
Home,家,
Home Page,首頁,
Home Settings,主页设置,
Home/Test Folder 1,首頁/測試文件夾1,
Home/Test Folder 1/Test Folder 3,首頁/測試文件夾1 /測試文件夾3,
Home/Test Folder 2,首頁/測試文件夾2,
Hourly,每小時,
Hourly Long,每小时长,
Hourly rate limit for generating password reset links,每小时生成密码重置链接的速率限制,
"How should this currency be formatted? If not set, will use system defaults",此貨幣使用何種格式？如果沒有設定，將使用系統預設值。,
ID,编号,D
ID (name) of the entity whose property is to be set,其屬性是要設定的實體的ID（名稱）,
IMAP Folder,收件箱目录,
IP Address,IP地址,
Icon,圖標,
Icon will appear on the button,圖標將顯示在按鈕上,
Identity Details,身份信息,
Idx,IDX,
"If Apply Strict User Permission is checked and User Permission is defined for a DocType for a User, then all the documents where value of the link is blank, will not be shown to that User",如果選中了“嚴格用戶權限”，並為用戶定義了“用戶權限”，則該鏈接的值為空的所有文檔將不會顯示給該用戶,
If Checked workflow status will not override status in list view,如果經過工作流狀態不會覆蓋列表視圖狀態,
"If Icon is set, it will be shown instead of Label",如果设置了图标，它将显示而不是标签,
If Owner,如果業主,
"If a Role does not have access at Level 0, then higher levels are meaningless.",如果角色沒有訪問權限級別為0級，那麼更高的水平是沒有意義的。,
"If checked, all other workflows become inactive.",如果選中，所有其他的工作流程變得無效。,
"If checked, users will not see the Confirm Access dialog.",如果選中，用戶不會看到確認Access對話框。,
"If disabled, this role will be removed from all users.",如果禁用了，這個角色將會從所有用戶中刪除。,
"If enabled,  user can login from any IP Address using Two Factor Auth, this can also be set for all users in System Settings",如果启用，用户从任何IP地址登录都需要双重验证，可以在系统设置中为所有用户启用双重验证,
"If enabled, all users can login from any IP Address using Two Factor Auth. This can also be set only for specific user(s) in User Page",如果啟用，所有用戶都可以使用雙因素身份驗證從任何IP地址登錄。這也可以只為用戶頁面中的特定用戶設置,
"If enabled, changes to the document are tracked and shown in timeline",如果启用，对单据的变更会被追踪记录，显示在表单下方的日志记录里,
"If enabled, document views are tracked, this can happen multiple times",如果启用，系统会记录单据被查看过多少次,
"If enabled, the document is marked as seen, the first time a user opens it",如果启用，用户第一次打开单据，系统就会记录单据被查看过,
"If enabled, the notification will show up in the notifications dropdown on the top right corner of the navigation bar.",如勾选，通知将出现在导航区右上角的通知清单里,
"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.",如果啟用，密碼強度將根據最低密碼分數值執行。值2為中等強度，4為非常強。,
"If enabled, users who login from Restricted IP Address, won't be prompted for Two Factor Auth",如果啟用，從限制IP地址登錄的用戶將不會被提示輸入雙因素身份驗證,
"If enabled, users will be notified every time they login. If not enabled, users will only be notified once.",如果啟用，用戶每次登錄時都會收到通知。如果沒有啟用，用戶只會收到一次通知。,
If non standard port (e.g. 587),如果非標準端口（如587）,
"If non standard port (e.g. 587). If on Google Cloud, try port 2525.",如果非標準端口（例如587）。如果在Google Cloud上，請嘗試使用端口2525。,
"If non-standard port (e.g. POP3: 995/110, IMAP: 993/143)","如使用非标端口 (如. POP3: 995/110, IMAP: 993/143)",
"If not set, the currency precision will depend on number format",如果未設置，則貨幣精度將取決於數字格式,
"If the user has any role checked, then the user becomes a ""System User"". ""System User"" has access to the desktop",如果用户检查了任何角色，则该用户将成为“系统用户”。 “系统用户”可以访问桌面,
"If these instructions where not helpful, please add in your suggestions on GitHub Issues.",如果這些指示沒有幫助，請加在GitHub Issues提出你的建議。,
"If unchecked, the value will always be re-fetched on save.",如不勾选则每次保存单据时都刷新本字段值,
If user is the owner,如果用戶是所有者,
"If you are updating, please select ""Overwrite"" else existing rows will not be deleted.",如果要更新，請選擇“覆蓋”其他現有行不會被刪除。,
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present.",如果您上傳新的記錄，“命名系列”變成強制性的，如果存在的話。,
"If you are uploading new records, leave the ""name"" (ID) column blank.",如果您上傳新的記錄，留下了“名”（ID）欄為空白。,
"If you just want to customize for your site, use {0} instead.",如果只是定制，请通过{0}修改,
"If you set this, this Item will come in a drop-down under the selected parent.",如果您設定此項，這個項目會存在於選定的父物件的下拉選單中。,
"If you think this is unauthorized, please change the Administrator password.",如果你認為這是未經授權的，請更改管理員密碼。,
"If your data is in HTML, please copy paste the exact HTML code with the tags.",如果你的數據是HTML，請複製粘貼的標籤準確的HTML代碼。,
Ignore User Permissions,忽略用戶權限,
Ignore XSS Filter,忽略XSS過濾器,
Ignore attachments over this size,忽略附件超過此大小的,
Ignored Apps,忽略的应用,
Illegal Access Token. Please try again,非法訪問令牌。請再試一次,
Illegal Document Status for {0},{0}的非法文檔狀態,
Illegal SQL Query,非法SQL查询,
Image,圖像,
Image Field,現場圖片,
Image Link,圖片鏈接,
Image View,圖像查看,
Image field must be a valid fieldname,圖像字段必須是有效的字段名,
Image field must be of type Attach Image,圖像字段的類型必須為附著圖像,
Images,圖片,
Implicit,含蓄,
Import,輸入,
Import Email From,輸入電子郵件從,
Import File,导入文件,
Import File Errors and Warnings,导入文件错误与警告信息,
Import Log,導入日誌,
Import Log Preview,导入日志预览,
Import Preview,导入预览,
Import Progress,进口进度,
Import Subscribers,進口認購,
Import Type,导入类型,
Import Warnings,导入警告,
Import Zip,導入郵編,
Import from Google Sheets,从Google表格导入,
"Import template should be of type .csv, .xlsx or .xls",导入模板的类型应为.csv，.xlsx或.xls,
Import template should contain a Header and atleast one row.,导入模板应包含标题和至少一行。,
Importing {0} of {1},导入{1}的{0},
"Importing {0} of {1}, {2}",导入{1}，{2}中的{0},
In,包括,
In Days,天数,
In Filter,在過濾器,
In Global Search,在全球搜索,
In Grid View,在網格視圖,
In List Filter,列表过滤条件,
In List View,在列表視圖,
In Preview,包含在链接字段鼠标悬停预览弹窗中,
In Progress,進行中,
In Reply To,回复,
In Standard Filter,在標準過濾器,
In points. Default is 9.,以點為單位。預設值是9。,
In seconds,秒,
Inactive,待用,
Inbox,收件箱,
Inbox User,邮件收件箱用户,
Include Search in Top Bar,包括在頂欄搜索,
Include Theme from Apps,包含来自应用程序的主题,
Include Web View Link in Email,通过电子邮件发送文档Web视图链接,
Include indentation,包括缩进,
"Include symbols, numbers and capital letters in the password",在密碼中加入符號，數字和大寫字母,
Incoming (POP/IMAP) Settings,收邮件设置,
Incoming Server,接收邮件服务器,
Incoming Settings,收邮件设置,
Incoming email account not correct,收到的電子郵件帳戶不正確,
Incomplete login details,登錄詳細信息不完整,
Incorrect Configuration,配置错误,
Incorrect URL,网址错误,
Incorrect User or Password,不正確的用戶或密碼,
Incorrect Verification code,驗證碼不正確,
Incorrect value in row {0}: {1} must be {2} {3},不正確的值在列{0} ： {1}必須是{2} {3},
Incorrect value: {0} must be {1} {2},不正確的值：{0}必須是{1} {2},
Index,索引,
Index Web Pages for Search,索引搜索网页,
Indexing Authorization Code,索引授权码,
Indexing Refresh Token,索引刷新令牌,
Indicator,指示符,
Indicator Color,指示燈顏色,
Indicator color,指示器颜色(快捷方式右上角数字),
Info,資訊,
Info:,資訊：,
Initial Sync Count,初始同步計數,
InnoDB,InnoDB的,
Insert,插入,
Insert Above,插入以上,
Insert After,於後方插入,
Insert After cannot be set as {0},插入不能設定為後{0},
"Insert After field '{0}' mentioned in Custom Field '{1}', with label '{2}', does not exist",插入自定義字段“{0}”提到的後場“{1}”，標記為“{2}”不存在,
Insert Below,插入下方,
Insert Column Before {0},在{0}之前插入列,
Insert New Records,插入新记录,
Insert Style,插入樣式,
Installed Application,已安装的应用程序,
Installed Applications,已安装的应用程序,
Installed Apps,已安装应用,
Instructions Emailed,電子郵件說明,
Insufficient Permission for {0},{0}的權限不足,
Int,詮釋,
Integration Request,集成請求,
Integrations,整合,
Integrations can use this field to set email delivery status,整合可以使用此欄位來設定郵件發送狀態,
Interests,興趣,
Intermediate,中間,
Internal Server Error,內部服務器錯誤,
Internal record of document shares,文件股內部記錄,
Introduce your company to the website visitor.,對網站訪客介紹貴公司。,
Introduction,介紹,
Introductory information for the Contact Us Page,聯絡我們頁面的介紹資訊,
Invalid,無效,
"Invalid ""depends_on"" expression",“depends_on”表達式無效,
"Invalid ""depends_on"" expression set in filter {0}",在过滤器{0}中设置了无效的“ depends_on”表达式,
Invalid CSV Format,CSV格式無效。,
Invalid Credentials,无效证件,
Invalid Date,失效日期,
Invalid Filter Value,无效的过滤器值,
Invalid Home Page,無效的主頁,
Invalid Link,鏈接無效,
Invalid Login Token,無效的登錄令牌,
Invalid Login. Try again.,登錄無效。再試一次。,
Invalid Mail Server. Please rectify and try again.,無效的郵件服務器。請糾正，然後再試一次。,
Invalid Option,错误选项,
Invalid Output Format,無效的輸出格式,
Invalid Password,無效的密碼,
Invalid Request,無效請求,
Invalid Search Field {0},無效的搜索字段{0},
Invalid URL,无效的网址,
Invalid User Name or Support Password. Please rectify and try again.,無效的用戶名或支持密碼。請糾正，然後再試一次。,
Invalid column,無效的列,
Invalid expression set in filter {0},过滤器{0}中设置的表达式无效,
Invalid expression set in filter {0} ({1}),在过滤器{0}（{1}）中设置了无效的表达式,
Invalid field name {0},字段名稱{0}無效,
Invalid fieldname '{0}' in autoname,在自動命名無效字段名“{0}”,
Invalid file path: {0},無效的文件路徑：{0},
Invalid filter: {0},无效的过滤器：{0},
Invalid include path,包含路径无效,
Invalid json added in the custom options: {0},自定义选项中添加了无效的json：{0},
Invalid or corrupted content for import,导入的内容无效或损坏,
Invalid template file for import,无效的导入模板文件,
Invalid username or password,用户名或密码无效,
Invalid {0} condition,{0}條件無效,
Inverse,反转,
Invite as User,邀請成為用戶,
Is,是,
Is Active,啟用,
Is Attachments Folder,是附件文件夾,
Is Billing Contact,是发票联系人,
Is Calendar and Gantt,有日历与甘特图视图,
Is Child Table,是子表,
Is Complete,已完成,
Is Completed,完成了,
Is Custom,定制?,
Is Custom Field,是自定義字段,
Is Default,是預設,
Is Folder,在文件夾,
Is Global,是全球性的,
Is Hidden,隐藏,
Is Home Folder,是主文件夾,
Is Mandatory Field,是必須填寫,
Is Optional State,是可选状态,
Is Primary,首选,
Is Primary Contact,是主要聯絡人,
Is Primary Mobile,首选联系手机,
Is Primary Phone,首选联系电话,
Is Private,私有？,
Is Public,公开,
Is Published Field,發布現場,
Is Published Field must be a valid fieldname,發布現場必須是有效的字段名,
Is Query Report,是查询报表,
Is Single,單人,
Is Skipped,已跳过,
Is Spam,是垃圾郵件,
Is Standard,為標準,
Is Submittable,是可提交的,
Is System Generated,由系统生成,
Is Table,為表,
Is Tree,支持树形结构,
Is Unique,是独特的,
Is Virtual,虚拟,
Is Your Company Address,是公司地址,
It is risky to delete this file: {0}. Please contact your System Manager.,刪除這個文件是有風險的：{0}。請聯絡您的系統管理員。,
Item Label,物品标签,
Item Type,物品种类,
Item cannot be added to its own descendants,項目不能被添加到自己的後代,
JS,JS,
JSON,JSON,
JSON Request Body,JSON请求正文,
JavaScript,JavaScript的,
